coord_ref_sys_code,coord_ref_sys_name,area_of_use_code,coord_ref_sys_kind,coord_sys_code,datum_code,source_geogcrs_code,projection_conv_code,cmpd_horizcrs_code,cmpd_vertcrs_code,crs_scope,remarks,information_source,data_source,revision_date,change_id,show_crs,deprecated
2118,NZGD2000 / Grey 2000,3787,projected,4500,,4167,17944,,,Cadastral surveys.,Replaced NZGD49 / Grey Circuit (code 27218) from March 2000.,"Land Information New Zealand: LINZS25002 Standard for New Zealand Geodetic Datum 2000 Projections; 16 November 2007.",OGP,2011/01/25,2008.023 2011.005,1,0
2119,NZGD2000 / Amuri 2000,3788,projected,4500,,4167,17945,,,Cadastral surveys.,Replaced NZGD49 / Amuri Circuit (code 27219) from March 2000.,"Land Information New Zealand: LINZS25002 Standard for New Zealand Geodetic Datum 2000 Projections; 16 November 2007.",OGP,2011/01/25,2008.023 2011.005,1,0
2120,NZGD2000 / Marlborough 2000,3785,projected,4500,,4167,17946,,,Cadastral surveys.,Replaced NZGD49 / Marlborough Circuit (code 27220) from March 2000.,"Land Information New Zealand: LINZS25002 Standard for New Zealand Geodetic Datum 2000 Projections; 16 November 2007.",OGP,2011/01/25,2008.023 2011.005,1,0
2121,NZGD2000 / Hokitika 2000,3789,projected,4500,,4167,17947,,,Cadastral surveys.,Replaced NZGD49 / Hokitika Circuit (code 27221) from March 2000.,"Land Information New Zealand: LINZS25002 Standard for New Zealand Geodetic Datum 2000 Projections; 16 November 2007.",OGP,2011/01/25,2008.023 2011.005,1,0
2122,NZGD2000 / Okarito 2000,3791,projected,4500,,4167,17948,,,Cadastral surveys.,Replaced NZGD49 / Okarito Circuit (code 27222) from March 2000.,"Land Information New Zealand: LINZS25002 Standard for New Zealand Geodetic Datum 2000 Projections; 16 November 2007.",OGP,2011/01/25,2008.023 2011.005,1,0
2123,NZGD2000 / Jacksons Bay 2000,3794,projected,4500,,4167,17949,,,Cadastral surveys.,Replaced NZGD49 / Jacksons Bay Circuit (code 27223) from March 2000.,"Land Information New Zealand: LINZS25002 Standard for New Zealand Geodetic Datum 2000 Projections; 16 November 2007.",OGP,2011/01/25,2008.023 2011.005,1,0
2124,NZGD2000 / Mount Pleasant 2000,3790,projected,4500,,4167,17950,,,Cadastral surveys.,Replaced NZGD49 / Mount Pleasant Circuit (code 27224) from March 2000.,"Land Information New Zealand: LINZS25002 Standard for New Zealand Geodetic Datum 2000 Projections; 16 November 2007.",OGP,2011/01/25,2008.023 2011.005,1,0
2125,NZGD2000 / Gawler 2000,3792,projected,4500,,4167,17951,,,Cadastral surveys.,Replaced NZGD49 / Gawler Circuit (code 27225) from March 2000.,"Land Information New Zealand: LINZS25002 Standard for New Zealand Geodetic Datum 2000 Projections; 16 November 2007.",OGP,2011/01/25,2008.023 2011.005,1,0
2126,NZGD2000 / Timaru 2000,3793,projected,4500,,4167,17952,,,Cadastral surveys.,Replaced NZGD49 / Timaru Circuit (code 27226) from March 2000.,"Land Information New Zealand: LINZS25002 Standard for New Zealand Geodetic Datum 2000 Projections; 16 November 2007.",OGP,2011/01/25,2008.023 2011.005,1,0
2127,NZGD2000 / Lindis Peak 2000,3795,projected,4500,,4167,17953,,,Cadastral surveys.,Replaced NZGD49 / Lindis Peak Circuit (code 27227) from March 2000.,"Land Information New Zealand: LINZS25002 Standard for New Zealand Geodetic Datum 2000 Projections; 16 November 2007.",OGP,2011/01/25,2008.023 2011.005,1,0
2128,NZGD2000 / Mount Nicholas 2000,3797,projected,4500,,4167,17954,,,Cadastral surveys.,Replaced NZGD49 / Mount Nicholas Circuit (code 27228) from March 2000.,"Land Information New Zealand: LINZS25002 Standard for New Zealand Geodetic Datum 2000 Projections; 16 November 2007.",OGP,2011/01/25,2008.023 2011.005,1,0
2129,NZGD2000 / Mount York 2000,3799,projected,4500,,4167,17955,,,Cadastral surveys.,Replaced NZGD49 / Mount York Circuit (code 27229) from March 2000.,"Land Information New Zealand: LINZS25002 Standard for New Zealand Geodetic Datum 2000 Projections; 16 November 2007.",OGP,2011/01/25,2008.023 2011.005,1,0
2130,NZGD2000 / Observation Point 2000,3796,projected,4500,,4167,17956,,,Cadastral surveys.,Replaced NZGD49 / Observation Point Circuit (code 27230) from March 2000.,"Land Information New Zealand: LINZS25002 Standard for New Zealand Geodetic Datum 2000 Projections; 16 November 2007.",OGP,2011/01/25,2008.023 2011.005,1,0
2131,NZGD2000 / North Taieri 2000,3798,projected,4500,,4167,17957,,,Cadastral surveys.,Replaced NZGD49 / North Taieri Circuit (code 27231) from March 2000.,"Land Information New Zealand: LINZS25002 Standard for New Zealand Geodetic Datum 2000 Projections; 16 November 2007.",OGP,2011/01/25,2008.023 2011.005,1,0
2132,NZGD2000 / Bluff 2000,3800,projected,4500,,4167,17958,,,Cadastral surveys.,Replaced NZGD49 / Bluff Circuit (code 27232) from March 2000.,"Land Information New Zealand: LINZS25002 Standard for New Zealand Geodetic Datum 2000 Projections; 16 November 2007.",OGP,2011/01/25,2008.023 2011.005,1,0
2133,NZGD2000 / UTM zone 58S,1502,projected,4400,,4167,16158,,,Large and medium scale topographic mapping and engineering survey.,Replaces NZGD49 / UTM zone 58S (code 27258) from March 2000.,,OGP,2000/10/19,,1,0
2134,NZGD2000 / UTM zone 59S,1503,projected,4400,,4167,16159,,,Large and medium scale topographic mapping and engineering survey.,Replaces NZGD49 / UTM zone 59S (code 27259) from March 2000.,,OGP,2000/10/19,,1,0
2135,NZGD2000 / UTM zone 60S,1504,projected,4400,,4167,16160,,,Large and medium scale topographic mapping and engineering survey.,Replaces NZGD49 / UTM zone 60S (code 27260) from March 2000.,,OGP,2000/10/19,,1,0
2136,Accra / Ghana National Grid,3252,projected,4404,,4168,19959,,,Large and medium scale topographic mapping and engineering survey.,"Ellipsoid semi-major axis (a)=20926201 Gold Coast feet. ProjCRS sometimes found in metric form: 1 Gold Coast foot = 0.3047997101815 m.
Replaced by Leigon / Ghana Metric Grid from 1978.",Ordnance Survey International,OGP,2000/10/19,,1,0
2137,Accra / TM 1 NW,1505,projected,4400,,4168,17001,,,Oil exploration.,,Various oil industry sources,OGP,2000/10/19,,1,0
2138,NAD27(CGQ77) / Quebec Lambert,1368,projected,4499,,4609,19944,,,Medium and small scale mapping.,Replaced NAD27 / Quebec Lambert (code 32098) in 1977.,"Service de la Cartographie; Ministère des Ressources Naturelles; Quebec",OGP,2000/10/19,,1,0
2139,NAD83(CSRS98) / SCoPQ zone 2,1420,projected,4499,,4140,17700,,,Large and medium scale topographic mapping and engineering survey.,,"Topographic Mapping Section; Quebec Ministry of Natural Resources.",OGP,2000/10/19,,1,1
2140,NAD83(CSRS98) / MTM zone 3,1421,projected,4496,,4140,17703,,,Large and medium scale topographic mapping and engineering survey.,"Known in Quebec as ""NAD83(CSRS98) / SCoPQ zone 3"" with axis 1 and 2 abbreviations of ""X"" and ""Y"" respectively.","Topographic Mapping Section; Quebec Ministry of Natural Resources.",OGP,2000/10/19,,1,1
2141,NAD83(CSRS98) / MTM zone 4,1422,projected,4496,,4140,17704,,,Large and medium scale topographic mapping and engineering survey.,"Known in Quebec as ""NAD83(CSRS98) / SCoPQ zone 4"" with axis 1 and 2 abbreviations of ""X"" and ""Y"" respectively.","Topographic Mapping Section; Quebec Ministry of Natural Resources.",OGP,2000/10/19,,1,1
2142,NAD83(CSRS98) / MTM zone 5,1423,projected,4496,,4140,17705,,,Large and medium scale topographic mapping and engineering survey.,"Known in Quebec as ""NAD83(CSRS98) / SCoPQ zone 5"" with axis 1 and 2 abbreviations of ""X"" and ""Y"" respectively.","Topographic Mapping Section; Quebec Ministry of Natural Resources.",OGP,2000/10/19,,1,1
2143,NAD83(CSRS98) / MTM zone 6,1424,projected,4496,,4140,17706,,,Large and medium scale topographic mapping and engineering survey.,"Known in Quebec as ""NAD83(CSRS98) / SCoPQ zone 6"" with axis 1 and 2 abbreviations of ""X"" and ""Y"" respectively.","Topographic Mapping Section; Quebec Ministry of Natural Resources.",OGP,2000/10/19,,1,1
2144,NAD83(CSRS98) / MTM zone 7,1425,projected,4496,,4140,17707,,,Large and medium scale topographic mapping and engineering survey.,"Known in Quebec as ""NAD83(CSRS98) / SCoPQ zone 7"" with axis 1 and 2 abbreviations of ""X"" and ""Y"" respectively.","Topographic Mapping Section; Quebec Ministry of Natural Resources.",OGP,2000/10/19,,1,1
2145,NAD83(CSRS98) / MTM zone 8,1426,projected,4496,,4140,17708,,,Large and medium scale topographic mapping and engineering survey.,"Known in Quebec as ""NAD83(CSRS98) / SCoPQ zone 8"" with axis 1 and 2 abbreviations of ""X"" and ""Y"" respectively.","Topographic Mapping Section; Quebec Ministry of Natural Resources.",OGP,2000/10/19,,1,1
2146,NAD83(CSRS98) / MTM zone 9,1427,projected,4496,,4140,17709,,,Large and medium scale topographic mapping and engineering survey.,"Known in Quebec as ""NAD83(CSRS98) / SCoPQ zone 9"" with axis 1 and 2 abbreviations of ""X"" and ""Y"" respectively.","Topographic Mapping Section; Quebec Ministry of Natural Resources.",OGP,2000/10/19,,1,1
2147,NAD83(CSRS98) / MTM zone 10,1428,projected,4496,,4140,17710,,,Large and medium scale topographic mapping and engineering survey.,"Known in Quebec as ""NAD83(CSRS98) / SCoPQ zone 10"" with axis 1 and 2 abbreviations of ""X"" and ""Y"" respectively.","Topographic Mapping Section; Quebec Ministry of Natural Resources.",OGP,2000/10/19,,1,1
2148,NAD83(CSRS98) / UTM zone 21N,1446,projected,4400,,4140,16021,,,Large and medium scale topographic mapping and engineering survey.,In use from 2000.,Geomatics Canada.,OGP,2000/10/19,,1,1
2149,NAD83(CSRS98) / UTM zone 18N,1443,projected,4400,,4140,16018,,,Large and medium scale topographic mapping and engineering survey.,In use from 2000.,Geomatics Canada.,OGP,2000/10/19,,1,1
2150,NAD83(CSRS98) / UTM zone 17N,1428,projected,4400,,4140,16017,,,Large and medium scale topographic mapping and engineering survey.,In use from 2000.,Geomatics Canada.,OGP,2000/10/19,,1,1
2151,NAD83(CSRS98) / UTM zone 13N,1506,projected,4400,,4140,16013,,,Large and medium scale topographic mapping and engineering survey.,In use from 2000.,Geomatics Canada.,OGP,2000/10/19,,1,1
2152,NAD83(CSRS98) / UTM zone 12N,1507,projected,4400,,4140,16012,,,Large and medium scale topographic mapping and engineering survey.,In use from 2000.,Geomatics Canada.,OGP,2000/10/19,,1,1
2153,NAD83(CSRS98) / UTM zone 11N,1508,projected,4400,,4140,16011,,,Large and medium scale topographic mapping and engineering survey.,In use from 2000.,Geomatics Canada.,OGP,2000/10/19,,1,1
2154,RGF93 / Lambert-93,1096,projected,4499,,4171,18085,,,Large and medium scale topographic mapping and engineering survey.,,IGN - Paris,OGP,2008/04/22,2005.180 2008.030,1,0
2155,American Samoa 1962 / American Samoa Lambert,1027,projected,4497,,4169,15300,,,Large and medium scale topographic mapping and engineering survey.,Superseded by projCRS 2156 as of mid-2000.,US National Geodetic Survey (NGS) http://www.ngs.noaa.gov/,OGP,2000/10/19,,1,1
2156,NAD83(HARN) / UTM zone 59S,1027,projected,4400,,4152,16159,,,Large and medium scale topographic mapping and engineering survey.,"Supersedes projCRS 2155; effective in 2000.",US National Geodetic Survey (NGS) http://www.ngs.noaa.gov/,OGP,2000/10/19,,1,1
2157,IRENET95 / Irish Transverse Mercator,1305,projected,4400,,4173,19962,,,Large and medium scale topographic mapping and engineering survey.,Replaces TM75 / Irish Grid (code 29903) from 1/1/2001.,Ordnance Survey of Ireland,OGP,2004/04/07,2004.220,1,0
2158,IRENET95 / UTM zone 29N,1305,projected,4400,,4173,16029,,,Large and medium scale topographic mapping and engineering survey.,,Ordnance Survey of Ireland,OGP,2011/01/25,2011.004,1,0
2159,Sierra Leone 1924 / New Colony Grid,1342,projected,4404,,4174,19963,,,Topographic mapping and engineering survey.,"Replaces the Sierra Leone 1924 / Colony Grid. New grid is 422.3 ft west and 112.1 ft south of old grid. Ellipsoid semi-major axis (a)=20926201 Gold Coast feet; 1 Gold Coast foot = 0.3047997101815 m.",Ordnance Survey International,OGP,2001/06/05,,1,0
2160,Sierra Leone 1924 / New War Office Grid,1342,projected,4404,,4174,19964,,,Topographic mapping,"Replaces the Sierra Leone War Office Grid. New grid is 422.3 ft west and 112.1 ft south of old grid. Ellipsoid semi-major axis (a)=20926201 Gold Coast feet; 1 Gold Coast foot = 0.3047997101815 m.",Ordnance Survey International,OGP,2001/06/05,,1,0
2161,Sierra Leone 1968 / UTM zone 28N,1509,projected,4400,,4175,16028,,,Topographic mapping and engineering survey.,Replaces Sierra Leone 1960 / UTM zone 28N. The 1968 readjustment coordinates are within 3m of the 1960 provisional adjustment.,Ordnance Survey International,OGP,2001/06/05,,1,0
2162,Sierra Leone 1968 / UTM zone 29N,1510,projected,4400,,4175,16029,,,Topographic mapping and engineering survey.,Replaces Sierra Leone 1960 / UTM zone 29N. The 1968 readjustment coordinates are within 3m of the 1960 provisional adjustment.,Ordnance Survey International,OGP,2001/06/05,,1,0
2163,US National Atlas Equal Area,1245,projected,4499,,4052,3899,,,For small scale (1:1million and smaller) statistical mapping.,Uses spherical projection formulae. USGS documentation describes sphere as derived from GRS80/WGS84 ellipsoid but that actually used is Clarke 1866. For 1:1million and smaller scale maps there is no significant difference.,"United States Geological Survey, Western Geographic Science Center",OGP,2009/02/10,2003.330 2009.007,1,0
2164,Locodjo 1965 / TM 5 NW,2296,projected,4400,,4142,17005,,,Oil industry use.,,Various oil industry sources,OGP,2001/06/05,,1,0
2165,Abidjan 1987 / TM 5 NW,2296,projected,4400,,4143,17005,,,Oil Industry,,Various oil industry sources,OGP,2001/06/05,,1,0
2166,Pulkovo 1942(83) / Gauss Kruger zone 3,1512,projected,4530,,4178,16263,,,"Large and medium scale topographic mapping and engineering survey, cadastral survey.",In Thuringen superseded by DHDN / Gauss Kruger zone 3.,"EuroGeographics; http://crs.bkg.bund.de/crs-eu/",OGP,2001/06/05,,1,1
2167,Pulkovo 1942(83) / Gauss Kruger zone 4,1513,projected,4530,,4178,16264,,,"Large and medium scale topographic mapping and engineering survey, cadastral survey.","In Brandenburg superseded by ETRS89 / UTM zone 33N. 
In Sachsen and Thuringen superseded by DHDN / Gauss Kruger zone 4.","Bundesamt für Kartographie und Geodäsie via EuroGeographics; http://crs.bkg.bund.de/crs-eu/",OGP,2001/06/05,,1,1
2168,Pulkovo 1942(83) / Gauss Kruger zone 5,1512,projected,4530,,4178,16265,,,"Large and medium scale topographic mapping and engineering survey, cadastral survey.","In Brandenburg superseded by ETRS89 / UTM zone 33N. 
In Sachsen superseded by RD/83 / Gauss Kruger zone 5.","Bundesamt für Kartographie und Geodäsie via EuroGeographics; http://crs.bkg.bund.de/crs-eu/",OGP,2001/06/05,,1,1
2169,Luxembourg 1930 / Gauss,1146,projected,4530,,4181,19966,,,Large and medium scale topographic mapping and engineering survey.,,"Administration du Cadastre et de la Topographie via EuroGeographics; http://crs.bkg.bund.de/crs-eu/",OGP,2005/05/27,2005.180,1,0
2170,MGI / Slovenia Grid,1212,projected,4530,,4312,19967,,,Large and medium scale topographic mapping and engineering survey.,Truncated form of MGI / Balkans zone 5 (CRS code 31275). Replaced by D48/GK (CRS code 3787) soon after Slovenian independence.,,OGP,2008/04/11,2005.180 2008.019 2009.015,1,1
2171,Pulkovo 1942(58) / Poland zone I,1515,projected,4530,,4179,18281,,,Large and medium scale topographic mapping and engineering survey.,To be phased out after 2009. Superseded by ETRS89 / Poland CS2000 zones 7 and 8 (codes 2178-79).,"Glowny Urzad Geodezji i Kartografii via EuroGeographics; http://crs.bkg.bund.de/crs-eu/",OGP,2005/05/27,2005.180,1,1
2172,Pulkovo 1942(58) / Poland zone II,1516,projected,4530,,4179,18282,,,Large and medium scale topographic mapping and engineering survey.,To be phased out after 2009. Replaced by ETRS89 / Poland CS2000 zones 7 and 8 (codes 2178-79).,"Glowny Urzad Geodezji i Kartografii via EuroGeographics; http://crs.bkg.bund.de/crs-eu/",OGP,2005/05/27,2005.180,1,0
2173,Pulkovo 1942(58) / Poland zone III,1517,projected,4530,,4179,18283,,,Large and medium scale topographic mapping and engineering survey.,To be phased out after 2009. Replaced by ETRS89 / Poland CS2000 zones 5 and 6 (codes 2176-77).,"Glowny Urzad Geodezji i Kartografii via EuroGeographics; http://crs.bkg.bund.de/crs-eu/",OGP,2005/05/27,2005.180,1,0
2174,Pulkovo 1942(58) / Poland zone IV,1518,projected,4530,,4179,18284,,,Large and medium scale topographic mapping and engineering survey.,To be phased out after 2009. Replaced by ETRS89 / Poland CS2000 zones 5 and 6 (codes 2176-77).,"Glowny Urzad Geodezji i Kartografii via EuroGeographics; http://crs.bkg.bund.de/crs-eu/",OGP,2005/05/27,2005.180,1,0
2175,Pulkovo 1942(58) / Poland zone V,1519,projected,4530,,4179,18285,,,Large and medium scale topographic mapping and engineering survey.,To be phased out after 2009. Replaced by ETRS89 / Poland CS2000 zone 6 (code 2177).,"Glowny Urzad Geodezji i Kartografii via EuroGeographics; http://crs.bkg.bund.de/crs-eu/",OGP,2005/05/27,2005.180,1,0
2176,ETRS89 / Poland CS2000 zone 5,1520,projected,4531,,4258,18305,,,"Large (1:5,000 and greater) scale topographic mapping and cadastral survey.",See ETRS89 / Poland CS92 (code 2170) for smaller scale mapping.,"Glowny Urzad Geodezji i Kartografii via EuroGeographics; http://crs.bkg.bund.de/crs-eu/",OGP,2007/02/02,2005.180 2007.014,1,0
2177,ETRS89 / Poland CS2000 zone 6,1521,projected,4531,,4258,18306,,,"Large (1:5,000 and greater) scale topographic mapping and cadastral survey.",See ETRS89 / Poland CS92 (code 2170) for smaller scale mapping.,"Glowny Urzad Geodezji i Kartografii via EuroGeographics; http://crs.bkg.bund.de/crs-eu/",OGP,2007/02/02,2005.180 2007.014,1,0
