coord_op_code,coord_op_name,coord_op_type,source_crs_code,target_crs_code,coord_tfm_version,coord_op_variant,area_of_use_code,coord_op_scope,coord_op_accuracy,coord_op_method_code,uom_code_source_coord_diff,uom_code_target_coord_diff,remarks,information_source,data_source,revision_date,change_id,show_operation,deprecated
1108,AGD66 to WGS 84 (1),transformation,4202,4326,DMA-Aus,1,2575,For military purposes only. Accuracy 3m in each axis.,6,9603,,,Derived at 105 stations.,U.S. Defense Mapping Agency TR8350.2 September 1987.,OGP,2006-01-02,2005.200 2006.010,1,0
1109,AGD84 to WGS 84 (1),transformation,4203,4326,DMA-Aus,1,2575,For military purposes only. Accuracy 2m in each axis.,4,9603,,,Derived at 90 stations.,U.S. Defense Mapping Agency TR8350.2 September 1987.,OGP,2005-05-21,2005.200,1,0
1110,Ain el Abd to WGS 84 (1),transformation,4204,4326,DMA-Bhr,1,1040,For military purposes. Accuracy 25m in each axis.,44,9603,,,Derived at 2 stations.,U.S. Defense Mapping Agency TR8350.2 revision of August 1993.,OGP,1997-04-11,1997.060,1,0
1111,Ain el Abd to WGS 84 (2),transformation,4204,4326,DMA-Sau,2,1206,For military purposes. Accuracy 10m in each axis.,18,9603,,,Derived at 9 stations.,U.S. Defense Mapping Agency TR8350.2 revision of August 1993.,OGP,1996-10-18,,1,0
1112,Amersfoort to WGS 84 (1),transformation,4289,4326,NCG-Nld 93,1,1275,?,1,9606,,,Replaced by Amersfoort to WGS 84 (2) (code 1672).,Nederlandse Commissie voor Geodesie publication 30; 1993.,OGP,2007-03-22,1997.070 2002.900 2007.043,1,0
1113,Arc 1950 to WGS 84 (1),transformation,4209,4326,DMA-mean,1,2312,"For military purposes only. Accuracy 20m, 33m and 20m in X, Y and Z axes.",44,9603,,,Derived at 41 stations.,U.S. Defense Mapping Agency TR8350.2 September 1987.,OGP,2005-05-21,2005.200,1,0
1114,Arc 1950 to WGS 84 (2),transformation,4209,4326,DMA-Bwa,2,1051,"For military purposes. Accuracy 3m, 5m and 3m in X, Y and Z axes.",7,9603,,,Derived at 9 stations.,U.S. Defense Mapping Agency TR8350.2 September 1987.,OGP,2005-05-21,2005.200,1,0
1115,Arc 1950 to WGS 84 (3),transformation,4209,4326,DMA-Bdi,3,1058,For military purposes. Accuracy 20m in each axis.,35,9603,,,Derived at 3 stations.,U.S. Defense Mapping Agency TR8350.2 September 1987.,OGP,2005-05-21,2005.200 2009.025,1,1
1116,Arc 1950 to WGS 84 (4),transformation,4209,4326,DMA-Lso,4,1141,"For military purposes. Accuracy 3m, 3m and 8m in X, Y and Z axes.",10,9603,,,Derived at 5 stations.,U.S. Defense Mapping Agency TR8350.2 September 1987.,OGP,2005-05-21,2005.200,1,0
1117,Arc 1950 to WGS 84 (5),transformation,4209,4326,DMA-Mwi,5,1150,"For military purposes. Accuracy 9m, 24m and 8m in X, Y and Z axes.",27,9603,,,Derived at 6 stations.,U.S. Defense Mapping Agency TR8350.2 September 1987.,OGP,2005-05-21,2005.200,1,0
1118,Arc 1950 to WGS 84 (6),transformation,4209,4326,DMA-Swz,6,1224,For military purposes. Accuracy 15m in each axis.,26,9603,,,Derived at 4 stations.,U.S. Defense Mapping Agency TR8350.2 September 1987.,OGP,2005-05-21,2005.200,1,0
1119,Arc 1950 to WGS 84 (7),transformation,4209,4326,DMA-Cod,7,1259,For military purposes. Accuracy 25m in each axis.,25,9603,,,Derived at 2 stations.,U.S. Defense Mapping Agency TR8350.2 September 1987.,OGP,2005-09-30,2005.150 2005.200,1,1
1120,Arc 1950 to WGS 84 (8),transformation,4209,4326,DMA-Zmb,8,1260,"For military purposes. Accuracy 21m, 21m and 27m in X, Y and Z axes.",41,9603,,,Derived at 5 stations.,U.S. Defense Mapping Agency TR8350.2 September 1987.,OGP,2005-05-21,2005.200,1,0
1121,Arc 1950 to WGS 84 (9),transformation,4209,4326,DMA-Zwe,9,1261,"For military purposes. Accuracy 5m, 8m and 11m in X, Y and Z axes.",15,9603,,,Derived at 10 stations.,U.S. Defense Mapping Agency TR8350.2 September 1987.,OGP,2005-05-21,2005.200,1,0
1122,Arc 1960 to WGS 84 (1),transformation,4210,4326,DMA-Ken Tza,1,2311,For military purposes only. Accuracy 20m in each axis.,35,9603,,,Derived at 25 stations.,U.S. Defense Mapping Agency TR8350.2 revision of August 1993.,OGP,1996-10-18,,1,0
1123,Batavia to WGS 84 (1),transformation,4211,4326,DMA-Idn Sumatra,1,1355,For military purposes. Accuracy 3m in each axis.,6,9603,,,Note: The area of use cited for this transformation (Sumatra) is not consistent with the area of use (Java) for the Batavia (Genuk) coordinate reference system. Derived at 5 stations.,U.S. Defense Mapping Agency TR8350.2 September 1987.,OGP,2005-05-21,2005.200,1,0
1124,Bermuda 1957 to WGS 84 (1),transformation,4216,4326,DMA-Bmu,1,1047,For military purposes. Accuracy 20m in each axis.,35,9603,,,Derived at 3 stations.,U.S. Defense Mapping Agency TR8350.2 September 1987.,OGP,2005-05-21,2005.200,1,0
1125,Bogota 1975 to WGS 84 (1),transformation,4218,4326,DMA-Col,1,1070,"For military purposes. Accuracy 6m, 5m and 6m in X, Y and Z axes.",10,9603,,,Derived in 1987 at 7 stations.,U.S. Defense Mapping Agency TR8350.2 September 1987.,OGP,2005-05-21,2005.200,1,0
1126,Bukit Rimpah to WGS 84 (1),transformation,4219,4326,DMA-Idn BBI,1,1287,For military purposes.,999,9603,,,Accuracy estimate not available.,U.S. National Imagery and Mapping Agency TR8350.2 revision of October 1997; http://earth-info.nga.mil/GandG/tr8350/tr8350_2.html,OGP,2005-05-21,2002.151 2005.200,1,0
1127,Campo Inchauspe to WGS 84 (1),transformation,4221,4326,DMA-Arg,1,1033,For military purposes. Accuracy 5m in each axis.,9,9603,,,Derived at 20 stations.,U.S. Defense Mapping Agency TR8350.2 September 1987.,OGP,2005-05-21,2005.200,1,0
1128,Cape to WGS 84 (1),transformation,4222,4326,DMA-Zaf,1,1215,"For military purposes. Accuracy 3m, 6m and 6m in X, Y and Z axes.",9,9603,,,Derived at 5 stations.,U.S. Defense Mapping Agency TR8350.2 September 1987.,OGP,2005-05-21,2005.200,1,0
1129,Cape to WGS 84 (2),transformation,4222,4326,DSLI-Zaf,2,1215,?,15,9603,,,Residuals should not exceed 15 metres. Parameter values are from Cape to Hartebeesthoek94 (1) (code 1504) assuming that Hartebeesthoek94 and WGS 84 are equivalent within the accuracy of the transformation.,"Private Communication, Directorate of Surveys and Land Information, Cape Town.",OGP,1996-10-18,,1,0
1130,Carthage to WGS 84 (1),transformation,4223,4326,DMA-Tun,1,1236,"For military purposes. Accuracy 6m, 9m and 8m in X, Y and Z axes.",14,9603,,,Derived at 5 stations.,U.S. Defense Mapping Agency TR8350.2 September 1987.,OGP,2005-05-21,2005.200,1,0
1131,Chua to WGS 84 (1),transformation,4224,4326,DMA-Pry,1,1188,"For military purposes. Accuracy 6m, 9m and 5m in X, Y and Z axes.",12,9603,,,Derived at 6 stations.,U.S. Defense Mapping Agency TR8350.2 September 1987.,OGP,2006-10-13,2005.200 2005.210 2005.840 2006.490 2006.890,1,0
1132,Corrego Alegre to WGS 84 (1),transformation,4225,4326,DMA-Bra,1,1293,"For military purposes. Accuracy 5m, 3m and 5m in X, Y and Z axes.",8,9603,,,Derived at 17 stations.,U.S. Defense Mapping Agency TR8350.2 September 1987.,OGP,2005-12-30,2005.200 2005.841,1,0
1133,ED50 to WGS 84 (1),transformation,4230,4326,DMA-mean,1,2420,"For military purposes. Accepted for minerals management in Germany. Accuracy 3m, 8m and 5m in X, Y and Z axes.",10,9603,,,Derived at 85 stations. In Germany will be accepted by LBA for minerals management purposes as alternative to tfm 1052 or 1998.,U.S. Defense Mapping Agency TR8350.2 September 1987.,OGP,2006-03-16,2004.630 2005.200 2005.471,1,0
1134,ED50 to WGS 84 (2),transformation,4230,4326,DMA-cenEur,2,2421,For military purposes only. Accuracy 3m each axis.,6,9603,,,Derived at 52 stations.,U.S. Defense Mapping Agency TR8350.2 September 1987.,OGP,2005-05-21,2005.200,1,0
1135,ED50 to WGS 84 (3),transformation,4230,4326,DMA-midEast,3,2345,For military purposes only.,999,9603,,,Accuracy estimate not available.,U.S. Defense Mapping Agency TR8350.2 revision of August 1993.,OGP,1996-10-18,,1,0
1136,ED50 to WGS 84 (4),transformation,4230,4326,DMA-Cyp,4,1078,For military purposes only. Accuracy 15m in each axis.,26,9603,,,Derived at 4 stations.,U.S. Defense Mapping Agency TR8350.2 September 1987.,OGP,2005-05-21,2005.200,1,0
1137,ED50 to WGS 84 (5),transformation,4230,4326,DMA-Egy,5,1086,"For military purposes. Accuracy 6m, 8m and 8m in X, Y and Z axes.",13,9603,,,Derived at 14 stations.,U.S. Defense Mapping Agency TR8350.2 September 1987.,OGP,2005-05-21,2005.200,1,0
1138,ED50 to WGS 84 (6),transformation,4230,4326,DMA-Irl Gbr,6,2343,For military purposes only. Accuracy 3m in each axis.,6,9603,,,Derived at 40 stations.,U.S. Defense Mapping Agency TR8350.2 September 1987.,OGP,2005-05-21,2005.200,1,0
1139,ED50 to WGS 84 (7),transformation,4230,4326,DMA-Fin Nor,7,2344,"For military purposes. Accuracy 3m, 5m and 3m in X, Y and Z axes.",7,9603,,,Derived at 20 stations.,U.S. Defense Mapping Agency TR8350.2 September 1987.,OGP,2005-05-21,2005.200,1,0
1140,ED50 to WGS 84 (8),transformation,4230,4326,DMA-Grc,8,1106,For military purposes only. Accuracy 25m in each axis.,44,9603,,,Derived at 2 stations.,U.S. Defense Mapping Agency TR8350.2 September 1987.,OGP,2005-05-21,2005.200,1,0
1141,ED50(ED77) to WGS 84 (2),transformation,4154,4326,DMA-Irn,2,1123,"For military purposes. Accuracy 9m, 12m and 11m in X, Y and Z axes.",19,9603,,,Given by DMA as from ED50. OGP interpret that as ED50(ED77) in Iran. Derived at 27 stations.,U.S. Defense Mapping Agency TR8350.2 September 1987.,OGP,2005-05-21,2000.060 2005.200,1,0
1142,ED50 to WGS 84 (10),transformation,4230,4326,DMA-Ita Sard,10,2339,For military purposes only. Accuracy 25m in each axis.,44,9603,,,Derived at 2 stations.,U.S. Defense Mapping Agency TR8350.2 September 1987.,OGP,2005-05-21,2005.200,1,0
1143,ED50 to WGS 84 (11),transformation,4230,4326,DMA-Ita Sic,11,2340,For military purposes only. Accuracy 20m in each axis.,35,9603,,,Derived at 3 stations.,U.S. Defense Mapping Agency TR8350.2 September 1987.,OGP,2005-05-21,2005.200,1,0
1144,ED50 to WGS 84 (12),transformation,4230,4326,DMA-Mlt,12,1154,For military purposes only. Accuracy 25m in each axis.,44,9603,,,Derived at 1 station.,U.S. Defense Mapping Agency TR8350.2 revision of August 1993.,OGP,1996-10-18,,1,0
1145,ED50 to WGS 84 (13),transformation,4230,4326,DMA-Prt Esp,13,2338,"For military purposes only. Accuracy 5m, 6m and 3m in X, Y and Z axes.",9,9603,,,Derived at 18 stations.,U.S. Defense Mapping Agency TR8350.2 revision of August 1993.,OGP,1996-10-18,,1,0
1146,ED87 to WGS 84 (1),transformation,4231,4326,5Nat-NSea-90,1,2330,?,0.8,9606,,,,"Norwegian Mapping Authority publication 1990:1 and note of 13-Feb-1991 ""Om Transformasjon mellom Geodetiske Datum i Norge""",OGP,1997-04-11,1997.030 1997.040,1,0
1147,ED50 to ED87 (2),transformation,4230,4231,NMA-Nor N65,2,2331,Geodetic purposes.,1,9606,,,,"Norwegian Mapping Authority note of 13-Feb-1991 ""Om Transformasjon mellom Geodetiske Datum i Norge""",OGP,1997-04-11,1997.040,1,0
1148,Egypt 1907 to WGS 84 (1),transformation,4229,4326,DMA-Egy,1,1086,"For military purposes. Accuracy 3m, 6m and 8m in X, Y and Z axes.",11,9603,,,Derived at 14 stations.,U.S. Defense Mapping Agency TR8350.2 September 1987.,OGP,2005-05-21,2005.200,1,0
1149,ETRS89 to WGS 84 (1),transformation,4258,4326,EPSG-eur,1,1298,ETRS89 is a realisation of WGS 84 coincident to within 1 metre. This transformation has an accuracy equal to the coincidence figure.,1,9603,,,,OGP,OGP,2000-10-19,1997.240 2000.720,1,0
1150,GDA94 to WGS 84 (1),transformation,4283,4326,EPSG-Aus,1,2575,GDA94 is a realisation of WGS 84 coincident to within 1 metre. This transformation has an accuracy equal to the coincidence figure.,1,9603,,,,OGP,OGP,1996-10-18,,1,0
1151,NZGD49 to WGS 84 (1),transformation,4272,4326,DMA-Nzl,1,3285,"For military purposes only. Accuracy 5m, 3m and 5m in X, Y and Z axes.",8,9603,,,Derived at 14 stations.,U.S. Defense Mapping Agency TR8350.2 September 1987.,OGP,2008-04-04,2005.200 2008.023,1,0
1152,Hu Tzu Shan 1950 to WGS 84 (1),transformation,4236,4326,DMA-Twn,1,1228,For military purposes. Accuracy 15m in each axis.,26,9603,,,Derived at 4 stations.,U.S. Defense Mapping Agency TR8350.2 revision of August 1993.,OGP,2008-08-13,2008.017,1,0
1153,Indian 1954 to WGS 84 (1),transformation,4239,4326,DMA-Tha,1,1231,"For military purposes. Accuracy 15m, 6m and 12m in X, Y and Z axes.",21,9603,,,Derived at 11 stations.,U.S. Defense Mapping Agency TR8350.2 revision of August 1993.,OGP,1997-04-11,1997.060,1,0
1154,Indian 1975 to WGS 84 (1),transformation,4240,4326,DMA-Tha,1,1231,"For military purposes. Accuracy 3m, 2m and 3m in X, Y and Z axes.",5,9603,,,Derived at 62 stations. Replaced by Indian 1975 to WGS 84 (2) (code 1304).,U.S. Defense Mapping Agency TR8350.2 second edition September 1991,OGP,2007-03-22,2007.043,1,0
1155,Kalianpur 1937 to WGS 84 (1),transformation,4144,4326,DMA-Bgd,1,1041,"For military purposes. Accuracy 10m, 8m and 12m in X, Y and Z axes.",18,9603,,,Derived at 6 stations.,U.S. Defense Mapping Agency TR8350.2 revision of August 1993.,OGP,2005-05-27,1997.232 2005.210,1,0
1156,Kalianpur 1975 to WGS 84 (1),transformation,4146,4326,DMA-Ind Npl,1,2411,"For military purposes. Accuracy 12m, 10m and 15m in X, Y and Z axes.",22,9603,,,Care! DMA ellipsoid is inconsistent with EPSG ellipsoid - transformation parameter values may not be appropriate. Derived at 7 stations.,U.S. Defense Mapping Agency TR8350.2 revision of August 1993.,OGP,2005-05-27,1997.232 2005.210,1,0
1157,Kandawala to WGS 84 (1),transformation,4244,4326,DMA-Lka,1,1218,For military purposes. Accuracy 20m in each axis.,35,9603,,,Derived at 3 stations.,U.S. Defense Mapping Agency TR8350.2 September 1987.,OGP,2005-05-21,2005.200,1,0
1158,Kertau 1968 to WGS 84 (1),transformation,4245,4326,DMA-Mys Sgp,1,1309,"For military purposes. Accuracy 10m, 8m and 6m in X, Y and Z axes.",15,9603,,,Derived at 6 stations.,U.S. Defense Mapping Agency TR8350.2 September 1987.,OGP,2007-01-04,2005.200 2006.251 2006.890,1,0
1159,Leigon to WGS 84 (1),transformation,4250,4326,DMA-Gha,1,1104,"For military purposes. Accuracy 2m, 3m and 2m in X, Y and Z axes.",5,9603,,,Derived at 8 stations.,U.S. Defense Mapping Agency TR8350.2 revision of August 1993.,OGP,1996-10-18,,1,0
1160,Liberia 1964 to WGS 84 (1),transformation,4251,4326,DMA-Lbr,1,1142,For military purposes only. Accuracy 15m in each axis.,26,9603,,,Derived at 4 stations.,U.S. Defense Mapping Agency TR8350.2 September 1987.,OGP,2005-05-21,2005.200,1,0
1161,Luzon 1911 to WGS 84 (1),transformation,4253,4326,DMA-Phl N,1,2364,"For military purposes. Accuracy 8m, 11m and 9m in X, Y and Z axes.",17,9603,,,Derived at 6 stations.,U.S. Defense Mapping Agency TR8350.2 September 1987.,OGP,2005-05-21,2005.200,1,0
1162,Luzon 1911 to WGS 84 (2),transformation,4253,4326,DMA-Phl Min,2,2365,For military purposes. Accuracy 25m in each axis.,44,9603,,,Derived at 1 station.,U.S. Defense Mapping Agency TR8350.2 September 1987.,OGP,2005-05-21,2005.200,1,0
1163,M'poraloko to WGS 84 (1),transformation,4266,4326,DMA-Gab,1,1100,For military purposes only. Accuracy 25m in each axis.,44,9603,,,Derived at 1 station.,U.S. Defense Mapping Agency TR8350.2 revision of August 1993.,OGP,1996-10-18,,1,0
1164,Mahe 1971 to WGS 84 (1),transformation,4256,4326,DMA-Syc,1,2369,For military purposes. Accuracy 25m in each axis.,44,9603,,,Derived at 1 station.,U.S. Defense Mapping Agency TR8350.2 September 1987.,OGP,2005-05-21,2005.200,1,0
1165,Massawa to WGS 84 (1),transformation,4262,4326,DMA-Eth,1,1089,For military purposes only. Accuracy 25m in each axis.,44,9603,,,Derived at 1 station.,U.S. Defense Mapping Agency TR8350.2 September 1987.,OGP,2005-05-21,2005.200,1,0
1166,Merchich to WGS 84 (1),transformation,4261,4326,DMA-Mar,1,1166,"For military purposes. Accuracy 5m, 3m and 3m in X, Y and Z axes.",7,9603,,,Derived at 9 stations.,U.S. Defense Mapping Agency TR8350.2 September 1987.,OGP,2005-05-21,2005.200,1,0
1167,Minna to WGS 84 (1),transformation,4263,4326,DMA-Cmr,1,3226,For military purposes only. Accuracy 25m in each axis.,44,9603,,,"Derived at 2 stations. Note: Minna is used in Nigeria, not Cameroon.",U.S. Defense Mapping Agency TR8350.2 revision of August 1993.,OGP,1996-10-18,,1,0
1168,Minna to WGS 84 (2),transformation,4263,4326,DMA-Nga,2,1178,"For military purposes. Accuracy 3m, 6m and 5m in X, Y and Z axes.",15,9603,,,Derived at 6 stations.,U.S. Defense Mapping Agency TR8350.2 September 1987.,OGP,2008-11-07,2005.200 2008.077,1,0
1169,Monte Mario to WGS 84 (1),transformation,4265,4326,DMA-Ita Sar,1,2339,For military purposes. Accuracy 25m in each axis.,44,9603,,,Derived at 1 station.,U.S. Defense Mapping Agency TR8350.2 September 1987.,OGP,2005-05-21,2004.080 2005.200,1,0
1170,NAD27 to WGS 84 (1),transformation,4267,4326,DMA-Carib,1,2418,"For military purposes. Accuracy 3m, 9m and 12m in X, Y and Z axes.",16,9603,,,Derived at 15 stations.,U.S. Defense Mapping Agency TR8350.2 September 1987.,OGP,2005-05-21,2005.200,1,0
1171,NAD27 to WGS 84 (2),transformation,4267,4326,DMA-Cen Am,2,2419,"For military purposes only. Accuracy 8m, 3m and 5m in X, Y and Z axes.",10,9603,,,Derived at 19 stations.,U.S. Defense Mapping Agency TR8350.2 September 1987.,OGP,2005-05-21,2005.200,1,0
1172,NAD27 to WGS 84 (3),transformation,4267,4326,DMA-Can,3,1061,"For military purposes only. Accuracy 15m, 11m and 6m in X, Y and Z axes.",20,9603,,,Derived at 112 stations.,U.S. Defense Mapping Agency TR8350.2 September 1987.,OGP,2005-05-21,2005.200,1,0
1173,NAD27 to WGS 84 (4),transformation,4267,4326,DMA-Conus,4,1323,"For military purposes only. Accuracy 5m, 5m and 6m in X, Y and Z axes.",10,9603,,,Derived at 405 stations.,U.S. Defense Mapping Agency TR8350.2 September 1987.,OGP,2005-05-21,2005.200,1,0
1174,NAD27 to WGS 84 (5),transformation,4267,4326,DMA-ConusE,5,2389,"For military purposes only. Accuracy 5m, 5m and 8m in X, Y and Z axes.",11,9603,,,Derived at 129 stations.,U.S. Defense Mapping Agency TR8350.2 September 1987.,OGP,2005-05-21,2005.200,1,0
1175,NAD27 to WGS 84 (6),transformation,4267,4326,DMA-ConusW,6,2390,"For military purposes only. Accuracy 5m, 3m and 3m in X, Y and Z axes.",7,9603,,,Derived at 276 stations.,U.S. Defense Mapping Agency TR8350.2 September 1987.,OGP,2005-05-21,2005.200,1,0
1176,NAD27 to WGS 84 (7),transformation,4267,4326,DMA-USA AK,7,2412,"For military purposes only. Accuracy 5m, 9m and 5m in X, Y and Z axes.",12,9603,,,Derived at 47 stations.,U.S. Defense Mapping Agency TR8350.2 September 1987.,OGP,2005-05-21,2005.200,1,0
1177,NAD27 to WGS 84 (8),transformation,4267,4326,DMA-Bha xSalv,8,2413,"For military purposes. Accuracy 5m, 3m and 5m in X, Y and Z axes.",8,9603,,,Derived at 11 stations.,U.S. Defense Mapping Agency TR8350.2 September 1987.,OGP,2005-05-21,2005.200,1,0
1178,NAD27 to WGS 84 (9),transformation,4267,4326,DMA-Bha Salv,9,2414,For military purposes. Accuracy 25m in each axis.,44,9603,,,Derived at 1 station.,U.S. Defense Mapping Agency TR8350.2 September 1987.,OGP,2005-05-21,2005.200,1,0
1179,NAD27 to WGS 84 (10),transformation,4267,4326,DMA-Can AB BC,10,2384,"For military purposes only. Accuracy 8m, 8m and 6m in X, Y and Z axes.",13,9603,,,Derived at 25 stations.,U.S. Defense Mapping Agency TR8350.2 September 1987.,OGP,2005-05-21,2005.200,1,0
